sistema,subsistema,propietario,razon_social,rut,central,estado,fecha_puesta_servicio_central,anio_servicio_central,region_nombre,comuna_nombre,cod_unidad,tipo_unidad,fecha_servicio_unidad,unidades,marca_modelo,clasificacion,tipo_de_energia,potencia_bruta_mw,potencia_neta_mw,ley_ernc,medio_generacion,distribuidora,punto_conexion,combustible_1,consumo_1,unidad_1,combustible_2,consumo_2,unidad_2,combustible_3,consumo_3,unidad_3,tipo_turbina_hidraulica,gasto_m3_por_s,caida_m,coord_este_utm,coord_norte_utm,huso_utm,tipo_final,orden,fecha_act
SEN,SIC,ENEL GREEN POWER CHILE S.A.,,76.412.562-2,PFV LALACKAMA,En Operacion,02/06/2015,2015,Región de Antofagasta,Taltal,,,,NO APLICA,,ERNC,Solar,"55,00","54,84",Si,Instalaciones de generación,NO APLICA,TAP TALTAL 220KV,,,,,,,,,,,,,368543.41,7221044.58,19J,Solar Fotovoltaica,3,12/10/2021
SEN,SIC,AMANECER SOLAR SPA,,76.273.559-8,PFV LLANO DE LLAMPOS,En Operacion,30/04/2014,2014,Región de Atacama,Copiapó,,,,NO APLICA,,ERNC,Solar,"101,02","101,02",Si,Instalaciones de generación,NO APLICA,S/E LLANO DE LLAMPOS 220KV,,,,,,,,,,,,,383921,"7000014,012",19J,Solar Fotovoltaica,4,12/10/2021
SEN,SIC,SOLAIREDIRECT GENERACIÓN V SPA,,76.247.976-1,PFV LOS LOROS,En Operacion,17/08/2016,2016,Región de Atacama,Tierra Amarilla,,,,NO APLICA,,ERNC,Solar,"46,00","45,85",Si,Instalaciones de generación,NO APLICA,ID 1599 BA S/E PARQUE SOLAR LOS LOROS 23KV BP1 / ID 1600 BA S/E PARQUE SOLAR LOS LOROS 23KV BP2,,,,,,,,,,,,,384525.93,6918072.68,19 J,Solar Fotovoltaica,4,12/10/2021
SEN,SIC,PARQUE SOLAR FOTOVOLTAICO LUZ DEL NORTE SPA,,76.319.477-9,PFV LUZ DEL NORTE,En Operacion,24/02/2016,2016,Región de Atacama,Copiapó,,,,NO APLICA,,ERNC,Solar,"141,04","141,04",Si,Instalaciones de generación,NO APLICA,S/E CENTRAL LUZ DEL NORTE,,,,,,,,,,,,,411211.26,7010246.56,19J,Solar Fotovoltaica,4,12/10/2021
SEN,SIC,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,,,PFV MALGARIDA,En Operacion,19/06/2021,2021,Región de Atacama,Diego de Almagro,,,,1,,ERNC,Solar,"193,85","190,68",Si,Instalaciones de generación,NO APLICA,ID2284-S/E MALGARIDA,,,,,,,,,,,,,"404140,03","7094120,03",19J,Solar Fotovoltaica,4,12/10/2021
SEN,SING,GENERACIÓN SOLAR SPA,,76.183.075-9,PFV MARIA ELENA,En Operacion,21/01/2015,2015,Región de Antofagasta,María Elena,,,,1,,ERNC,Solar,"68,00","67,80",Si,Instalaciones de generación,NO APLICA,S/E MARÍA ELENA 220KV,,,,,,,,,,,,,440541.00,7542544.22,19K,Solar Fotovoltaica,3,12/10/2021
SEN,SING,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA,,,PFV NUEVO QUILLAGUA,En Operacion,21/04/2021,2021,Región de Antofagasta,María Elena,,,,NO APLICA,,ERNC,Solar,"96,52","95,05",Si,Instalaciones de generación,NO APLICA,PAÑO J1 S/E TAP OFF QUILLAGUA 220KV,,,,,,,,,,,,,448876.65,7604872.00,19K,Solar Fotovoltaica,3,12/10/2021
SEN,SING,ENGIE ENERGÍA CHILE S.A.,,88.006.900-4,PFV PAMPA CAMARONES,En Operacion,09/09/2016,2016,Región de Arica y Parinacota,Camarones,,,,1,,ERNC,Solar,"6,24","6,15",Si,Pequeños medio de generación o PMG,NO APLICA,TAP OFF VITOR N°2 110KV,,,,,,,,,,,,,387619.06,7548485.43,19K,Solar Fotovoltaica,1,12/10/2021
SEN,SIC,ENEL GREEN POWER CHILE S.A.,,76.412.562-2,PFV PAMPA SOLAR NORTE,En Operacion,19/10/2016,2016,Región de Antofagasta,Taltal,,,,NO APLICA,,ERNC,Solar,"69,39","65,87",Si,Instalaciones de generación,NO APLICA,S/E CACHIYUYAL 220KV,,,,,,,,,,,,,381763.03,7175267.70,19J,Solar Fotovoltaica,3,12/10/2021
SEN,SIC,CENTRAL CARDONES S.A.,,76.550.580-1,PFV PILOTO SOLAR CARDONES,En Operacion,21/02/2017,2017,Región de Atacama,Copiapó,,,,1,,ERNC,Solar,"0,40","0,39",Si,Pequeños medio de generación o PMG,NO APLICA,S/E CARDONES PAÑO 52J7,,,,,,,,,,,,,363175,"6958793,012",19J,Solar Fotovoltaica,4,12/10/2021
SEN,SING,POZO ALMONTE SOLAR 2 S.A.,,76.055.356-5,PFV POZO ALMONTE SOLAR II,En Operacion,29/03/2014,2014,Región de Tarapacá,Pozo Almonte,,,,1,,ERNC,Solar,"7,52","7,50",Si,Pequeños medio de generación o PMG,NO APLICA,CENTRAL SOLAR PAS2,,,,,,,,,,,,,421359.82,7757964.73,19K,Solar Fotovoltaica,2,12/10/2021
SEN,SING,POZO ALMONTE SOLAR 3 S.A.,,76.055.354-9,PFV POZO ALMONTE SOLAR III,En Operacion,07/06/2014,2014,Región de Tarapacá,Pozo Almonte,,,,1,,ERNC,Solar,"16,04","16,00",Si,Instalaciones de generación,NO APLICA,S/E POZO ALMONTE 110KV,,,,,,,,,,,,,"422096,158","7760606,209",19K,Solar Fotovoltaica,2,12/10/2021
SEN,SING,CALAMA SOLAR 2 SPA,,76.044.602-5,PFV PUERTO SECO SOLAR,En Operacion,01/09/2017,2017,Región de Antofagasta,Calama,,,,1,,ERNC,Solar,"9,00","8,96",Si,Pequeños medio de generación o PMG,NO APLICA,BARRA N°4 - 23 KV S/E CALAMA,,,,,,,,,,,,,513545,7517259,19K,Solar Fotovoltaica,3,12/10/2021
SEN,SIC,CHUNGUNGO S.A.,,76.414.107-5,PFV QUILAPILUN,En Operacion,09/03/2017,2017,Región Metropolitana de Santiago,Colina,,,,1,,ERNC,Solar,"103,02","103,02",Si,Instalaciones de generación,NO APLICA,ID 1605 BA S/E QUILAPILUN 220KV BP1,,,,,,,,,,,,,345853.00,6336248.00,19 H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,PV SALVADOR S.A.,,76.284.682-9,PFV SALVADOR,En Operacion,07/07/2015,2015,Región de Atacama,Diego de Almagro,,,,1,,ERNC,Solar,"68,00","67,80",Si,Instalaciones de generación,NO APLICA,S/E PV SALVADOR 110KV,,,,,,,,,,,,,413357,"7089238,012",19J,Solar Fotovoltaica,4,12/10/2021
SEN,SIC,SAN ANDRÉS SPA,,76.273.569-5,PFV SAN ANDRES,En Operacion,30/04/2014,2014,Región de Atacama,Copiapó,,,,NO APLICA,,ERNC,Solar,"50,60","50,60",Si,Instalaciones de generación,NO APLICA,S/E SECCIONADORA SAN ANDRÉS 220KV,,,,,,,,,,,,,389995,"6984918,012",19J,Solar Fotovoltaica,4,12/10/2021
SEN,SING,GPG SOLAR CHILE 2017 SPA,,,PFV SAN PEDRO,En Operacion,18/02/2021,2021,Región de Antofagasta,Calama,,,,70,,ERNC,Solar,"104,49","102,20",Si,Instalaciones de generación,NO APLICA,ID2253 - S/E LASANA,,,,,,,,,,,,,523909,7506225,19J,Solar Fotovoltaica,3,12/10/2021
SEN,SING,TSGF SPA,,,PFV SANTA ISABEL,En Operacion,16/08/2021,2021,Región de Antofagasta,María Elena,,,,No aplica,,ERNC,Solar,"174,70","158,75",Si,Instalaciones de generación,No aplica,ID 3246 BA S/E ANA MARÍA 220KV BP1 / ID 3247 BA S/E ANA MARÍA 220KV BP2,,,,,,,,,,,,,"438051,28","7563276,06",19K,Solar Fotovoltaica,3,12/10/2021
SEN,SIC,SANTIAGO SOLAR S.A.,,76.378.017-1,PFV SANTIAGO SOLAR,En Operacion,31/01/2018,2018,Región Metropolitana de Santiago,Tiltil,,,,47,,ERNC,Solar,"92,73","90,83",Si,Instalaciones de generación,NO APLICA,S/E CENTRAL SANTIAGO SOLAR 110KV,,,,,,,,,,,,,"326509,9663","6338084,974",19H,Solar Fotovoltaica,7,12/10/2021
SEN,SIC,ENGIE ENERGÍA CHILE S.A.,,88.006.900-4,PFV SDGX01,En Operacion,08/08/2013,2013,Región de Coquimbo,Andacollo,,,,NO APLICA,,ERNC,Solar,"1,28","1,25",Si,Pequeños medio de generación o PMG,NO APLICA,ID 1381 BA S/E SDGX01 23KV BP1,,,,,,,,,,,,,"298623,9999","6654191,015",19J,Solar Fotovoltaica,5,12/10/2021
SEN,SING,FOTOVOLTAICA NORTE GRANDE 5 SPA,,76.213.045-9,PFV URIBE SOLAR,En Operacion,30/03/2017,2017,Región de Antofagasta,Antofagasta,,,,24,,ERNC,Solar,"52,80","52,75",Si,Instalaciones de generación,NO APLICA,S/E SOLAR 110KV,,,,,,,,,,,,,375850.93,7393752.19,19K,Solar Fotovoltaica,3,12/10/2021
SEN,SING,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,,76.437.712-5,PFV USYA,En Operacion,01/01/2020,2020,Región de Antofagasta,Calama,,,,NO APLICA,,ERNC,Solar,"53,27","52,40",,Instalaciones de generación,No Aplica,ID3254-BA S/E CHIU CHIU,,,,,,,,,,,,,515648,7513653,19K,Solar Fotovoltaica,3,12/10/2021
SEN,SIC,PLAYERO SPA,,77.084.483-5,PMGD  PFV PLAYERO,En Operacion,30/09/2020,2020,Región del Maule,Chanco,,,,No aplica,,ERNC,Solar,"3,04","3,00",Si,Pequeños medio de generación distribuida o PMGD,CGE,SE LA VEGA 23KV,,,,,,,,,,,,,730173,6026660,18H,Solar Fotovoltaica,9,12/10/2021
SEN,SIC,ALTO CAUTÍN SPA,,76.044.129-5,PMGD  TER AROMOS,En Operacion,20/05/2020,2020,Región de La Araucanía,Los Sauces,,,,1,,Convencional,Petróleo Diesel,"3,00","2,99",No,Pequeños medio de generación distribuida o PMGD,saesa,S/E LOS SAUCES 23KV,,,,,,,,,,,,,690634,5793760,18H,Petróleo Diesel,12,12/10/2021
SEN,SIC,HIDROELECTRICA ALLIPÉN S.A.,,76.071.891-2,PMGD HP ALLIPEN,En Operacion,03/05/2012,2012,Región de La Araucanía,Cunco,,,,2,,ERNC,Mini Hidráulica Pasada,"2,60","2,60",Si,Pequeños medio de generación distribuida o PMGD,SAESA,S/E PITRUFQUEN 13 KV,,,,,,,,,,,,,"740493,0423","5679692,972",18H,Mini Hidráulica de Pasada,12,12/10/2021
SEN,SING,ENERNUEVAS S.A.,,76.045.491-5,PMGD HP ALTO HOSPICIO,En Operacion,26/11/2010,2010,Región de Tarapacá,Alto Hospicio,,,,1,,ERNC,Mini Hidráulica Pasada,"1,10","1,10",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 10870 BA S/E ALTO HOSPICIO 13.8KV,,,,,,,,,,,,,"384111,5308","7760406,883",19K,Mini Hidráulica de Pasada,2,12/10/2021
SEN,SIC,HIDORELÉCTRICA ARRAYÁN SPA,,76.013.193-8,PMGD HP ARRAYAN,En Operacion,20/12/2017,2017,Región Metropolitana de Santiago,Lo Barnechea,,,,1,,ERNC,Hidráulica Pasada,"1,20","1,20",No,Pequeños medio de generación distribuida o PMGD,ENEL DISTRIBUCIÓN,ID 828 BA S/E LOS DOMINICOS 12KV BP3,,,,,,,,,,,,,367298.75,6306767.31,19H,Mini Hidráulica de Pasada,7,12/10/2021
SEN,SIC,ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,,91.066.000-4,PMGD HP AUXILIAR DEL MAIPO,En Operacion,01/01/1962,1962,Región Metropolitana de Santiago,San Bernardo,,,,3,,ERNC,Mini Hidráulica Pasada,"5,12","5,10",Si,Pequeños medio de generación distribuida o PMGD,CGE,Alimentador El Mariscal /  S/ELa Pintana,,,,,,,,,,,,,"348549,9765","6276264,961",19H,Mini Hidráulica de Pasada,7,12/10/2021
SEN,SIC,ELÉCTRICA SAN MIGUEL SPA,,76.217.501-0,PMGD HP BOQUIAMARGO,En Operacion,19/05/2014,2014,Región del Biobío,Alto Biobío,,,,1,,ERNC,Mini Hidráulica Pasada,"1,10","1,09",Si,Pequeños medio de generación distribuida o PMGD,COELCHA,ALIMENTADOR 23KV QUEUCO,,,,,,,,,,,,,270019.29,5805508.80,19 H,Mini Hidráulica de Pasada,10,12/10/2021
SEN,SIC,PMGD BIO BIO NEGRETE S.A.,,76.219.874-6,PMGD HP BUREO,En Operacion,13/07/2015,2015,Región del Biobío,Mulchén,,,,1,,ERNC,Mini Hidráulica Pasada,"2,20","2,16",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,FRONTEL,,,,,,,,,,,,,722553.87,5836275.78,18H,Mini Hidráulica de Pasada,10,12/10/2021
SEN,SIC,SOCER S.A.,,76.475.862-5,PMGD HP CALIBORO,En Operacion,12/07/2017,2017,Región del Biobío,Quilleco,,,,1,,ERNC,Mini Hidráulica Pasada,"1,40","1,40",Si,Pequeños medio de generación distribuida o PMGD,COOPELAN,ID 227 BA S/E EL AVELLANO 23KV,,,,,,,,,,,,,761626.23,5866259.87,18H,Mini Hidráulica de Pasada,10,12/10/2021
SEN,SING,CAVANCHA S.A.,,96.666.150-K,PMGD HP CAVANCHA,En Operacion,04/11/2010,2010,Región de Tarapacá,Iquique,,,,1,,ERNC,Mini Hidráulica Pasada,"2,60","2,59",Si,Pequeños medio de generación distribuida o PMGD,CGE,"CERRO DRAGÓN 13,8 KV",,,,,,,,,,,,,"382248,4034","7761882,922",19K,Mini Hidráulica de Pasada,2,12/10/2021
SEN,SIC,CENTRAL EL ATAJO SPA,,77.032.394-0,PMGD HP CENTRAL EL ATAJO,En Operacion,13/11/2020,2020,Región del Biobío,Mulchén,,,,1,,ERNC,Mini Hidráulica Pasada,"1,30","1,20",Si,Pequeños medio de generación distribuida o PMGD,Frontel,Barra 23 KV alimentador picoltue mulchen,,,,,,,,,,,,,745139,5829917,18H,Mini Hidráulica de Pasada,10,12/10/2021
SEN,SIC,SONNEDIX ENERGY TRADING CHILE SPA,,87.886.600-2,PMGD HP CENTRAL HIDROELECTRICA CHILCO,En Operacion,27/11/2020,2020,Región de Los Ríos,Lago Ranco,,,,1,,ERNC,Mini Hidráulica Pasada,"0,20","0,20",Si,Pequeños medio de generación distribuida o PMGD,SAESA,SE PICHIRROPULLI,,,,,,,,,,,,,753739,5527206,18G,Mini Hidráulica de Pasada,13,12/10/2021
SEN,SIC,CENTRAL HIDROELÉCTRICA CHANLEUFU S.A.,,76.153.128-K,PMGD HP CHANLEUFU II,En Operacion,19/05/2016,2016,Región de Los Lagos,Puyehue,,,,1,,ERNC,Mini Hidráulica Pasada,"3,44","3,40",Si,Pequeños medio de generación distribuida o PMGD,LUZ OSORNO,SE AIHUAPI 23KV,,,,,,,,,,,,,724902,5489475,18G,Mini Hidráulica de Pasada,14,12/10/2021
SEN,SIC,ENERGÍA COLLIL S.A.,,76.246.882-4,PMGD HP COLLIL,En Operacion,11/11/2014,2014,Región de Los Lagos,Chonchi,,,,2,,ERNC,Mini Hidráulica Pasada,"7,00","7,00",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,ALIMENTADOR CHONCHI CENTRO 23KV,,,,,,,,,,,,,"585467,9725","5283321,974",18G,Mini Hidráulica de Pasada,14,12/10/2021
SEN,SIC,EMPRESA ELÉCTRICA CONTRA SPA,,76.197.204-9,PMGD HP CONTRA,En Operacion,28/06/2013,2013,Región de Los Ríos,Río Bueno,,,,1,,ERNC,Mini Hidráulica Pasada,"0,33","0,33",Si,Pequeños medio de generación distribuida o PMGD,COOPREL,ALIMENTADOR N°1 SUR (COOPREL),,,,,,,,,,,,,"679788,0001","5528217,015",18G,Mini Hidráulica de Pasada,13,12/10/2021
SEN,SING,ENGIE ENERGÍA CHILE S.A.,,88.006.900-4,PMGD HP COSAPILLA,En Operacion,26/03/2020,2020,Región de Arica y Parinacota,Putre,,,,1,,ERNC,Mini Hidráulica Pasada,"0,50","0,50",Si,Pequeños medio de generación distribuida o PMGD,COOPERSOL LTDA,ID 1928 BA S/E CENTRAL CHAPIQUIÑA 23KV,,,,,,,,,,,,,440993.27,7968165.71,19 K,Mini Hidráulica de Pasada,1,12/10/2021
SEN,SIC,HIDROELÉCTRICA CUMPEO S.A.,,76.414.591-7,PMGD HP CUMPEO,En Operacion,26/10/2016,2016,Región del Maule,Molina,,,,1,,ERNC,Mini Hidráulica Pasada,"5,76","5,75",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E MOLINA 13.2 KV,,,,,,,,,,,,,303383.42,6097565.30,19H,Mini Hidráulica de Pasada,9,12/10/2021
SEN,SIC,SOCIEDAD AGRÍCOLA Y GANADERA CURILEUFU LTDA.,,84.100.300-4,PMGD HP CURILEUFU,En Operacion,01/01/2015,2015,Región de Los Ríos,Río Bueno,,,,2,,ERNC,Mini Hidráulica Pasada,"0,22","0,22",Si,Pequeños medio de generación distribuida o PMGD,COOPREL,ALIMENTADOR N°1 LA UNION,,,,,,,,,,,,,"708801,9754","5525887,973",18G,Mini Hidráulica de Pasada,13,12/10/2021
SEN,SIC,GENERADORA ELÉCTRICA RHOM LTDA,,77.412.850-6,PMGD HP DON WALTERIO,En Operacion,25/04/2013,2013,Región de Los Ríos,Río Bueno,,,,1,,ERNC,Mini Hidráulica Pasada,"2,95","2,95",Si,Pequeños medio de generación distribuida o PMGD,COOPREL,ALIMENTADOR PILMAIQUEN RUCATAYO,,,,,,,,,,,,,"710322,9633","5507479,027",18G,Mini Hidráulica de Pasada,13,12/10/2021
SEN,SIC,HIDROELÉCTRICA DONGO SPA,,76.015.738-4,PMGD HP DONGO,En Operacion,14/12/2010,2010,Región de Los Lagos,Chonchi,,,,2,,ERNC,Mini Hidráulica Pasada,"6,00","6,00",Si,Pequeños medio de generación distribuida o PMGD,SAESA,S/E CENTRAL EL DONGO,,,,,,,,,,,,,"590769,0374","5286572,981",18G,Mini Hidráulica de Pasada,14,12/10/2021
SEN,SIC,DONGUIL ENERGÍA S.A.,,76.086.581-8,PMGD HP DONGUIL,En Operacion,28/05/2011,2011,Región de La Araucanía,Gorbea,,,,1,,ERNC,Mini Hidráulica Pasada,"0,25","0,25",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,S/E PITRUFQUEN,,,,,,,,,,,,,701027.41,5667289.46,18H,Mini Hidráulica de Pasada,12,12/10/2021
SEN,SIC,DOSAL HNOS Y CIA LTDA,,84.992.400-1,PMGD HP DOSAL,En Operacion,17/06/2015,2015,Región del Maule,San Clemente,,,,1,,ERNC,Mini Hidráulica Pasada,"0,27","0,27",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E CURICO 13.2 KV,,,,,,,,,,,,,336570,6038143,19 H,Mini Hidráulica de Pasada,9,12/10/2021
SEN,SIC,SONNEDIX ENERGY TRADING CHILE SPA,,87.886.600-2,PMGD HP DOÑA HILDA,En Operacion,20/11/2010,2010,Región de Los Ríos,Lago Ranco,,,,1,,ERNC,Mini Hidráulica Pasada,"0,42","0,42",Si,Pequeños medio de generación distribuida o PMGD,SAESA,S/E PICHIRROPULLI 23KV,,,,,,,,,,,,,754324.03,5530982.14,18G,Mini Hidráulica de Pasada,13,12/10/2021
SEN,SIC,EL AGRIO HIDRO SPA,,76.364.112-0,PMGD HP EL AGRIO,En Operacion,18/07/2016,2016,Región de La Araucanía,Curacautín,,,,1,,ERNC,Mini Hidráulica Pasada,"2,51","2,50",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,S/E LONQUIMAY 23KV,,,,,,,,,,,,,"280352,9996","5734129,017",19H,Mini Hidráulica de Pasada,12,12/10/2021
SEN,SIC,ENERGÍAS RENOVABLES EL ARRAYAN LTDA,,76.840.310-4,PMGD HP EL ARRAYAN,En Operacion,22/05/2013,2013,Región de Los Ríos,Río Bueno,,,,1,,ERNC,Mini Hidráulica Pasada,"0,15","0,15",Si,Pequeños medio de generación distribuida o PMGD,SAESA,ID 48 BA S/E CENTRAL PILMAIQUEN 13.2KV,,,,,,,,,,,,,"714520,0131","5502762,044",18G,Mini Hidráulica de Pasada,13,12/10/2021
SEN,SIC,HIDROELÉCTRICA EL CANELO S.A.,,76.136.655-6,PMGD HP EL CANELO,En Operacion,07/05/2012,2012,Región de La Araucanía,Melipeuco,,,,2,,ERNC,Mini Hidráulica Pasada,"6,04","6,04",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,S/E LICANCO,,,,,,,,,,,,,"260693,9805","5697410,039",19H,Mini Hidráulica de Pasada,12,12/10/2021
SEN,SIC,DESARROLLO DE ENERGÍA SPA,,76.028.873-K,PMGD HP EL COLORADO,En Operacion,29/08/2016,2016,Región de Los Lagos,Puerto Montt,,,,1,,ERNC,Mini Hidráulica Pasada,"2,00","1,99",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,S/E PUERTO MONTT,,,,,,,,,,,,,699793.26,5413585.76,18G,Mini Hidráulica de Pasada,14,12/10/2021
SEN,SIC,MINICENTRAL HIDROELÉCTRICA EL DIUTO S.A.,,76.074.053-5,PMGD HP EL DIUTO,En Operacion,20/04/2011,2011,Región del Biobío,Los Ángeles,,,,1,,ERNC,Mini Hidráulica Pasada,"3,30","3,29",Si,Pequeños medio de generación distribuida o PMGD,COOPELAN,MANZANAR 23 KV,,,,,,,,,,,,,"758238,007","5854215,001",18H,Mini Hidráulica de Pasada,10,12/10/2021
SEN,SIC,ENERBOSCH S.A.,,76.028.873-K,PMGD HP EL GALPON,En Operacion,28/06/2016,2016,Región del Maule,Río Claro,,,,1,,ERNC,Mini Hidráulica Pasada,"1,30","1,29",Si,Pequeños medio de generación distribuida o PMGD,CGE,S/E MOLINA 66 KV,,,,,,,,,,,,,"298406,0166","6098385,071",19H,Mini Hidráulica de Pasada,9,12/10/2021
SEN,SIC,ELÉCTRICA PUNTILLA S.A.,,96.817.230-1,PMGD HP EL LLANO,En Operacion,23/12/2013,2013,Región Metropolitana de Santiago,Pirque,,,,1,,ERNC,Mini Hidráulica Pasada,"1,92","1,91",Si,Pequeños medio de generación distribuida o PMGD,CGE,ALIMENTADOR CERRO LA BALLENA,,,,,,,,,,,,,357550.92,6278708.85,19H,Mini Hidráulica de Pasada,7,12/10/2021
SEN,SIC,HIDROELÉCTRICA EL MANZANO S.A.,,76.803.940-2,PMGD HP EL MANZANO (MELIPEUCO),En Operacion,01/01/2008,2008,Región de La Araucanía,Melipeuco,,,,1,,ERNC,Mini Hidráulica Pasada,"4,85","4,85",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,S/E LICANCO,,,,,,,,,,,,,"255838,8947","5697556,918",19H,Mini Hidráulica de Pasada,12,12/10/2021
SEN,SIC,SOCIEDAD HIDROELÉCTRICA EL MIRADOR S.A.,,76.266.491-7,PMGD HP EL MIRADOR,En Operacion,02/11/2015,2015,Región del Biobío,Alto Biobío,,,,1,,ERNC,Mini Hidráulica Pasada,"3,00","3,00",Si,Pequeños medio de generación distribuida o PMGD,FRONTEL,S/E FAENAS PANGUE 13.2KV,,,,,,,,,,,,,270541.69,5802534.77,19H,Mini Hidráulica de Pasada,10,12/10/2021
SEN,SIC,WENKE Y CIA LTDA,,78.399.890-4,PMGD HP EL TARTARO,En Operacion,01/09/2010,2010,Región de Valparaíso,Putaendo,,,,1,,ERNC,Mini Hidráulica Pasada,"0,10","0,10",Si,Pequeños medio de generación distribuida o PMGD,CHILQUINTA,ALIMENTADOR PUTAENDO 12 KV,,,,,,,,,,,,,341219.58,6395979.93,19H,Mini Hidráulica de Pasada,6,12/10/2021
SEN,SING,ENERNUEVAS S.A.,,76.045.491-5,PMGD HP EL TORO Nº2,En Operacion,26/11/2010,2010,Región de Tarapacá,Alto Hospicio,,,,1,,ERNC,Mini Hidráulica Pasada,"1,10","1,11",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 10870 BA S/E ALTO HOSPICIO 13.8KV,,,,,,,,,,,,,"390204,2429","7762889,426",19K,Mini Hidráulica de Pasada,2,12/10/2021
SEN,SIC,HIDROELÉCTRICA ENSENADA S.A.,,76.030.971-0,PMGD HP ENSENADA,En Operacion,23/05/2013,2013,Región de Los Lagos,Puerto Varas,,,,3,,ERNC,Mini Hidráulica Pasada,"1,20","1,20",Si,Pequeños medio de generación distribuida o PMGD,CRELL,ALIMENTADOR PUERTO ROSALES,,,,,,,,,,,,,705876.12,5428117.03,18G,Mini Hidráulica de Pasada,14,12/10/2021
SEN,SIC,ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,,76.081.590-K,PMGD HP EYZAGUIRRE,En Operacion,01/01/2003,2003,Región Metropolitana de Santiago,Puente Alto,,,,1,,ERNC,Mini Hidráulica Pasada,"1,90","1,87",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 1064 BA S/E PUENTE ALTO 12KV BP1,,,,,,,,,,,,,"359850,98","6280295,03",19 H,Mini Hidráulica de Pasada,7,12/10/2021
SEN,SIC,EMPRESA ELÉCTRICA LA ARENA SPA,,76.037.036-3,PMGD HP LA ARENA,En Operacion,11/11/2011,2011,Región de Los Lagos,Puerto Montt,,,,1,,ERNC,Mini Hidráulica Pasada,"6,80","6,78",Si,Pequeños medio de generación distribuida o PMGD,SAESA,ALIMENTADOR ANTIHUAL 23 KV,,,,,,,,,,,,,"695968,975","5382933,983",18G,Mini Hidráulica de Pasada,14,12/10/2021
SEN,SIC,EMPRESA ELÉCTRICA LA COMPAÑÍA SPA,,76.493.739-2,PMGD HP LA COMPAÑIA II,En Operacion,14/05/2020,2020,Región del Libertador Gral. Bernardo O’Higgins,Codegua,,,,1,,ERNC,Mini Hidráulica Pasada,"2,56","2,56",Si,Pequeños medio de generación distribuida o PMGD,CGE,ID 1829 BA S/E MACHALI 15KV,,,,,,,,,,,,,348129.14,6220093.00,19 H,Mini Hidráulica de Pasada,8,12/10/2021
SEN,SIC,HIDROELÉCTRICA RÍO CLARO S.A.,,76.208.775-8,PMGD HP LA MONTAÑA II,En Operacion,03/11/2017,2017,Región del Maule,Teno,,,,1,,ERNC,Mini Hidráulica Pasada,"1,90","1,88",Si,Pequeños medio de generación distribuida o PMGD,CEC,"ID 2455 BA S/E TENO 13,2KV BP2",,,,,,,,,,,,,331196.00,6132595.00,19 H,Mini Hidráulica de Pasada,9,12/10/2021
SEN,SIC,HIDROELÉCTRICA PUMA S.A.,,76.157.465-5,PMGD HP LA MONTAÑA,En Operacion,16/11/2016,2016,Región del Maule,Teno,,,,1,,ERNC,Mini Hidráulica Pasada,"3,00","2,98",Si,Pequeños medio de generación distribuida o PMGD,CEC,S/E TENO 13.2 KV,,,,,,,,,,,,,334114.52,6132541.38,19H,Mini Hidráulica de Pasada,9,12/10/2021
SEN,SIC,HIDROPALOMA S.A.,,76.849.580-7,PMGD HP LA PALOMA,En Operacion,29/03/2010,2010,Región de Coquimbo,Ovalle,,,,2,,ERNC,Mini Hidráulica Pasada,"4,60","4,42",Si,Pequeños medio de generación distribuida o PMGD,ENELSA,S/E MONTE PATRIA 13.2KV,,,,,,,,,,,,,"304884,9995","6601830,028",19J,Mini Hidráulica de Pasada,5,12/10/2021
SEN,SIC,HIDROELÉCTRICA LAS FLORES S.A.,,76.210.842-9,PMGD HP LAS FLORES,En Operacion,08/01/2015,2015,Región de Los Ríos,Futrono,,,,1,,ERNC,Mini Hidráulica Pasada,"1,60","1,40",Si,Pequeños medio de generación distribuida o PMGD,SAESA,ALIMENTADOR PICHIRROPULLI - FUTRONO 23 KV,,,,,,,,,,,,,"727958,0334","5557841,028",18G,Mini Hidráulica de Pasada,13,12/10/2021
